1514761200,18.3,50
1514761800,18.3,50
1514762400,18.3,50
1514763000,18.3,50
1514763600,18.2,50
1514764200,18.2,50
1514764800,18.2,50
1514765400,18.2,50
1514766000,18.2,49
1514766600,18.1,49
1514767200,18.1,49
1514767800,18.1,49
1514768400,18.1,49
1514769000,18.0,49
1514769600,18.0,49
1514770200,17.9,49
1514770800,17.9,49
1514771400,17.9,49
1514772000,17.9,49
1514772600,17.8,49
1514773200,17.8,49
1514773800,17.8,49
1514774400,17.8,49
1514775000,17.6,49
1514775600,17.6,49
1514776200,17.6,49
1514776800,17.6,49
1514777400,17.6,49
1514778000,17.6,49
1514778600,17.6,49
1514779200,17.6,49
1514779800,17.5,49
1514780400,17.5,49
1514781000,17.5,49
1514781600,17.5,49
1514782200,17.5,49
1514782800,17.4,49
1514783400,17.4,49
1514784000,17.4,49
1514784600,17.4,49
1514785200,17.4,49
1514785800,17.3,48
1514786400,17.3,49
1514787000,17.3,48
1514787600,17.3,48
1514788200,17.3,48
1514788800,17.2,49
1514789400,17.4,50
1514790000,17.5,50
1514790600,17.5,49
1514791200,17.5,49
1514791800,17.6,49
1514792400,17.6,49
1514793000,17.7,49
1514793600,17.7,49
1514794200,17.9,49
1514794800,17.9,49
1514795400,17.9,49
1514796000,18.0,49
1514796600,18.0,49
1514797200,18.0,49
1514797800,18.1,49
1514798400,18.1,49
1514799000,18.2,49
1514799600,18.2,48
1514800200,18.4,48
1514800800,18.5,49
1514801400,18.5,48
1514802000,18.6,48
1514802600,18.6,48
1514803200,18.6,48
1514803800,18.6,48
1514804400,18.6,48
1514805000,18.6,48
1514805600,18.6,48
1514806200,18.6,48
1514806800,18.6,48
1514807400,18.7,48
1514808000,18.8,48
1514808600,18.8,49
1514809200,18.7,49
1514809800,18.7,49
1514810400,18.7,48
1514811000,18.6,48
1514811600,18.6,47
1514812200,18.6,47
1514812800,18.5,47
1514813400,18.5,47
1514814000,18.5,47
1514814600,18.4,47
1514815200,18.4,47
1514815800,18.4,47
1514816400,18.4,47
1514817000,18.3,47
1514817600,18.3,47
1514818200,18.3,47
1514818800,18.3,47
1514819400,18.2,47
1514820000,18.2,48
1514820600,18.2,48
1514821200,18.2,48
1514821800,18.2,47
1514822400,18.2,47
1514823000,18.2,47
1514823600,18.2,47
1514824200,18.2,47
1514824800,18.2,47
1514825400,18.2,47
1514826000,18.3,47
1514826600,18.3,47
1514827200,18.3,47
1514827800,18.1,46
1514828400,18.1,46
1514829000,18.1,46
1514829600,18.0,46
1514830200,17.9,45
1514830800,17.9,45
1514831400,17.9,45
1514832000,17.9,45
1514832600,17.9,47
1514833200,17.9,47
1514833800,17.7,46
1514834400,17.7,46
1514835000,17.6,46
1514835600,17.6,46
1514836200,17.5,45
1514836800,17.5,45
1514837400,17.5,46
1514838000,17.5,46
1514838600,17.5,46
1514839200,17.5,45
1514839800,17.5,45
1514840400,17.5,45
1514841000,17.5,45
1514841600,17.6,45
1514842200,17.6,45
1514842800,17.6,45
1514843400,17.6,45
1514844000,17.6,44
1514844600,17.6,44
1514845200,17.6,44
1514845800,17.7,44
1514846400,17.7,44
1514847000,17.7,44
1514847600,17.7,44
1514848200,17.7,44
1514848800,17.6,44
1514849400,17.6,44
1514850000,17.6,44
1514850600,17.5,44
1514851200,17.4,43
1514851800,17.2,44
1514852400,17.2,43
1514853000,17.1,44
1514853600,17.1,44
1514854200,17.0,44
1514854800,17.0,44
1514855400,16.9,44
1514856000,16.9,44
1514856600,16.7,44
1514857200,16.7,44
1514857800,16.6,44
1514858400,16.6,44
1514859000,16.6,44
1514859600,16.5,44
1514860200,16.5,44
1514860800,16.4,44
1514861400,16.4,44
1514862000,16.4,44
1514862600,16.4,44
1514863200,16.3,44
1514863800,16.3,44
1514864400,16.3,44
1514865000,16.2,44
1514865600,16.2,44
1514866200,16.2,44
1514866800,16.2,44
1514867400,16.2,45
1514868000,16.2,45
1514868600,16.2,45
1514869200,16.2,45
1514869800,16.2,45
1514870400,16.2,45
1514871000,16.1,45
1514871600,16.1,45
1514872200,16.1,45
1514872800,16.1,45
1514873400,16.1,45
1514874000,16.1,45
1514874600,16.2,48
1514875200,16.4,47
1514875800,16.4,47
1514876400,16.4,47
1514877000,16.5,47
1514877600,16.6,47
1514878200,16.8,47
1514878800,17.0,46
1514879400,17.0,46
1514880000,17.1,46
1514880600,17.2,47
1514881200,17.2,47
1514881800,17.4,46
1514882400,17.5,49
1514883000,17.5,51
1514883600,17.5,50
1514884200,17.5,49
1514884800,17.6,50
1514885400,17.7,50
1514886000,17.6,50
1514886600,17.7,49
1514887200,17.7,49
1514887800,17.7,49
1514888400,17.7,48
1514889000,17.7,48
1514889600,17.8,48
1514890200,17.8,48
1514890800,17.8,48
1514891400,17.8,48
1514892000,17.8,48
1514892600,17.9,47
1514893200,18.1,47
1514893800,18.4,46
1514894400,18.8,45
1514895000,19.2,44
1514895600,19.2,45
1514896200,19.0,44
1514896800,18.9,44
1514897400,18.7,44
1514898000,18.6,44
1514898600,18.5,44
1514899200,18.3,42
1514899800,18.1,42
1514900400,18.2,43
1514901000,18.2,43
1514901600,18.4,44
1514902200,18.3,44
1514902800,18.5,44
1514903400,18.6,44
1514904000,18.6,44
1514904600,18.7,44
1514905200,18.7,44
1514905800,18.9,44
1514906400,19.0,44
1514907000,19.0,44
1514907600,19.0,44
1514908200,19.0,44
1514908800,19.1,44
1514909400,19.2,44
1514910000,19.2,44
1514910600,19.2,44
1514911200,19.2,44
1514911800,19.2,44
1514912400,19.2,44
1514913000,19.2,44
1514913600,19.1,44
1514914200,19.1,44
1514914800,19.0,44
1514915400,18.9,44
1514916000,18.9,46
1514916600,18.8,46
1514917200,18.8,46
1514917800,18.6,46
1514918400,18.6,46
1514919000,18.6,46
1514919600,18.6,46
1514920200,18.5,46
1514920800,18.5,47
1514921400,18.5,47
1514922000,18.4,47
1514922600,18.4,47
1514923200,18.4,47
1514923800,18.4,47
1514924400,18.3,47
1514925000,18.3,48
1514925600,18.3,48
1514926200,18.3,47
1514926800,18.3,47
1514927400,18.3,47
1514928000,18.3,47
1514928600,18.1,47
1514929200,18.1,47
1514929800,18.1,47
1514930400,18.1,47
1514931000,18.0,47
1514931600,18.0,47
1514932200,18.0,47
1514932800,17.9,48
1514933400,17.9,48
1514934000,17.9,48
1514934600,17.9,48
1514935200,17.8,48
1514935800,17.8,48
1514936400,17.8,48
1514937000,17.8,48
1514937600,17.7,49
1514938200,17.6,50
1514938800,17.6,49
1514939400,17.6,49
1514940000,17.6,49
1514940600,17.6,49
1514941200,17.6,49
1514941800,17.6,49
1514942400,17.6,49
1514943000,17.6,49
1514943600,17.6,49
1514944200,17.5,49
1514944800,17.5,49
1514945400,17.5,50
1514946000,17.5,50
1514946600,17.5,50
1514947200,17.5,50
1514947800,17.4,50
1514948400,17.4,50
1514949000,17.4,50
1514949600,17.2,50
1514950200,17.1,50
1514950800,17.1,50
1514951400,17.0,50
1514952000,17.0,50
1514952600,17.0,50
1514953200,16.9,50
1514953800,16.9,50
1514954400,16.7,50
1514955000,16.6,50
1514955600,16.5,50
1514956200,16.5,50
1514956800,16.4,51
1514957400,16.6,52
1514958000,16.7,52
1514958600,16.6,51
1514959200,16.6,50
1514959800,16.6,50
1514960400,16.6,50
1514961000,16.5,50
1514961600,16.4,49
1514962200,16.3,49
1514962800,16.3,50
1514963400,16.5,49
1514964000,16.7,48
1514964600,16.9,47
1514965200,17.1,47
1514965800,17.3,46
1514966400,17.3,45
1514967000,17.3,45
1514967600,17.5,45
1514968200,17.5,45
1514968800,17.6,45
1514969400,17.5,45
1514970000,17.5,45
1514970600,17.5,45
1514971200,17.5,46
1514971800,17.6,45
1514972400,17.6,45
1514973000,17.6,45
1514973600,17.6,45
